sample,group,neg_jac_frac,isocortex_jac_mean,isocortex_jac_median,isocortex_jac_p05,isocortex_jac_p95,hippocampal_formation_jac_mean,hippocampal_formation_jac_median,hippocampal_formation_jac_p05,hippocampal_formation_jac_p95,cerebellum_jac_mean,cerebellum_jac_median,cerebellum_jac_p05,cerebellum_jac_p95,inv_consistency_um
s12t,Control,0.0,0.9768040180206299,0.9774218797683716,0.6552249193191528,1.2967290878295898,0.9759458899497986,0.9866740107536316,0.7704102993011475,1.1213725805282593,0.9726985096931458,0.9728662967681885,0.7813530564308167,1.1705527305603027,0.010800815952744387
